onset	duration	sample	value
0	0.002	0	boundary
0.838	0.002	419	S101
1.738	0.002	869	S207
2.732	0.002	1366	S  1
4.302	0.002	2151	S105
5.2	0.002	2600	S217
5.796	0.002	2898	S  2
7.348	0.002	3674	S120
8.246	0.002	4123	S202
8.932	0.002	4466	S  1
10.478	0.002	5239	S117
11.376	0.002	5688	S205
12.098	0.002	6049	S  4
12.276	0.002	6138	S  5
12.278	0.002	6139	S  1
13.824	0.002	6912	S116
14.722	0.002	7361	S222
15.542	0.002	7771	S  2
17.088	0.002	8544	S112
17.986	0.002	8993	S206
18.602	0.002	9301	S  1
20.15	0.002	10075	S109
21.048	0.002	10524	S209
21.814	0.002	10907	S  1
23.364	0.002	11682	S115
24.262	0.002	12131	S215
24.792	0.002	12396	S  2
26.342	0.002	13171	S118
27.242	0.002	13621	S218
27.838	0.002	13919	S  2
29.39	0.002	14695	S102
30.288	0.002	15144	S202
30.792	0.002	15396	S  1
32.336	0.002	16168	S103
33.236	0.002	16618	S215
33.946	0.002	16973	S  2
35.5	0.002	17750	S123
36.398	0.002	18199	S217
37.086	0.002	18543	S  2
38.63	0.002	19315	S110
39.528	0.002	19764	S222
40.13	0.002	20065	S  2
41.676	0.002	20838	S107
42.574	0.002	21287	S207
43.3	0.002	21650	S  1
44.856	0.002	22428	S124
45.754	0.002	22877	S218
46.448	0.002	23224	S  2
48.002	0.002	24001	S122
48.9	0.002	24450	S222
49.484	0.002	24742	S  2
51.032	0.002	25516	S113
51.93	0.002	25965	S219
52.536	0.002	26268	S  4
52.568	0.002	26284	S  6
52.57	0.002	26285	S  2
54.112	0.002	27056	S108
55.01	0.002	27505	S208
55.516	0.002	27758	S  1
57.058	0.002	28529	S119
57.958	0.002	28979	S207
58.672	0.002	29336	S  1
60.222	0.002	30111	S111
61.12	0.002	30560	S211
61.666	0.002	30833	S  1
63.218	0.002	31609	S121
64.118	0.002	32059	S215
64.582	0.002	32291	S  2
66.132	0.002	33066	S114
